what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346929344156
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346929344687
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346929348187
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346929350453
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346929350640
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346929353359
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346929354343
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346929356687
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346929358796
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346929359500
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346929362312
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346929362609
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346929365953
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346929368578
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346929369187
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1346929376203
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346929379265
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346929382000
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346929382281
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346929385578
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346929388421
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346929389453
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346929394875
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346929398031
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346929398265
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1346929401062
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1346929403140
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346929407015
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346929409500
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346929409812
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346929414984
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346929417703
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346929417843
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346929429859
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346929431515
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346929433015
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346929435609
