what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346933757781
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346933758156
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346933761718
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346933764953
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346933765359
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346933771812
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346933777375
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346933777859
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346933781687
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346933785218
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346933785625
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346933789093
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346933797609
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346933798687
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1346933801703
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1346933809031
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346933815078
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1346933817296
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346933824609
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346933831187
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346933833031
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346933833046
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346933833359
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346933835953
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346933836906
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1346933839609
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346933842984
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1346933844046
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346933847765
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346933850734
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346933859796
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346933861484
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346933862015
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346933866593
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346933872062
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346933874046
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1346933875625
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1346933884265
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1346933885109
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346933922578
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346933922578
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346933922625
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346933938437
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346933939296
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346933939296
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346933939359
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346934016593
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346934018265
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346934489578
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346934490937
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346934528484
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346934698765
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1346934718703
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1346934719750
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1346934721359
closed,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1346934721390
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346934728296
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346934738203
opened,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1346934739453
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1346934739468
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346934744453
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346934748046
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1346934748062
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1346934748406
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1346934748562
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1346934749968
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1346934764843
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1346934767703
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1346934772093
opened,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1346934772531
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1346934772656
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1346934775843
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1346934778093
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1346934779156
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1346934779875
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1346934781312
closed,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1346934781312
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1346934781937
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346934783234
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1346934790750
