what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346870896296
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346870899437
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346870900078
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346870901578
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346870904078
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346870906312
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346870908656
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346870911796
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346870913718
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346870915921
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346870915921
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346870916250
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346870918765
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346870921125
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346870923687
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346870926578
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346870927421
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346870927812
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346870930437
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346870932546
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346870933531
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346870936609
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346870939640
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346870941093
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346870945359
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346870947750
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346870951218
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346870954281
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346870955625
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346870959015
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346870963203
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346870964578
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346870964906
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346870967718
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346870970437
