what,kind,bundleId,bundleVersion,description,time
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1346947919328
closed,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1346947919375
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346947920937
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1346947922828
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346947929859
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346947929859
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346947930187
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346947933421
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1346947945968
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346947950625
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346947950625
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346947950984
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346947955390
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346947955859
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1346947964312
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346947965531
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346947966593
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346947970500
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346947973812
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346947975250
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346947978312
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346947981765
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346947982375
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346947993078
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346947995984
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346947996578
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346948007921
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346948010703
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346948011109
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346948013312
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346948016140
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346948016531
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346948018218
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346948021968
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346948022296
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346948027531
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346948028453
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346948032000
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346948032000
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346948032328
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346948034515
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346948034843
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346948037390
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346948040109
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346948040359
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346948043000
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346948045390
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346948045765
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346948050078
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346948055078
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346948055859
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346948061687
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346948064406
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346948064593
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346948070781
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346948073484
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346948073781
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346948076734
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346948081234
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346948081453
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346948084062
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346948090140
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346948090562
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346948095281
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346948100546
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346948101125
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346948104625
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346948107234
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346948107562
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346948110328
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346948113781
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346948114234
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346948117250
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346948119984
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346948120531
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346948125890
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346948128781
