what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346867150171
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346867155687
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346867158156
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346867158531
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346867162515
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346867166171
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346867167156
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346867170546
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346867174593
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346867175406
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346867177968
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346867180203
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346867180828
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346867185921
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346867188296
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346867188687
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346867191000
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346867193656
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346867193906
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346867196421
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346867199328
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346867199515
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346867202609
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346867206703
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346867207109
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346867210421
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346867213531
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346867214000
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346867220750
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346867223656
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346867224578
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346867228296
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346867230765
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346867231187
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346867235156
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346867237468
