what,kind,bundleId,bundleVersion,description,time
closed,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1346946402421
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1346946404125
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1346946404375
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1346946404500
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946426765
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946426765
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946427343
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946427421
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946428937
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946431203
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946438531
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946439203
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946439203
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946439250
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946448359
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1346946450546
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1346946450562
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346946455500
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1346946456875
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946459671
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946462703
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346946463000
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946466937
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946472468
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346946473062
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1346946480671
error,log,,,"No command output when running: 'am start -n com.dokasoft.safahat/com.dokasoft.safahat.main -a android.intent.action.MAIN -c android.intent.category.LAUNCHER' on device emulator-5554",1346946483156
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946484250
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946487140
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346946487843
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946492984
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946495875
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346946496156
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946500906
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946503375
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346946503593
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946506031
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946512031
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346946514734
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946520609
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946524234
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346946524578
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946527234
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946530265
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346946530671
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946533546
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946544171
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946546328
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946548265
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946549187
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946559406
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346946560234
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946563656
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946566593
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346946566906
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946569078
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946571625
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346946571953
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946575015
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946579453
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946579515
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946584984
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346946586062
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946590718
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946594609
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346946595031
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946598859
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946602640
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346946603281
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946605968
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946610109
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346946610828
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946614015
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946617656
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346946618421
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946621343
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946624984
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346946625359
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946629203
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946633156
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346946633453
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1346946637296
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946642593
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946644796
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946645390
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946648750
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346946649265
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946655046
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946659046
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346946659578
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946663234
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946665703
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346946666328
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946669359
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946671921
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346946672750
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946675156
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946680328
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346946682796
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946687796
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946688890
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946689281
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946691953
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346946692296
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946695515
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946698031
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1346946699093
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946701265
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346946703968
